Gene	1.ctrl	2.ctrl	3.dox	4.dox	5.acti	6.acti	7.fccp	8.fccp	9.mb	10.mb
USP9X	7.296848671	7.121103822	7.097948687	7.062207986	7.028083122	7.198345102	7.002012408	6.88441744	7.138885406	6.95138964
USPL1	4.457179668	4.290092765	4.132759667	4.276638832	4.252432975	4.140111603	4.438494901	4.298996712	4.112416271	3.970234878
UST	5.189154229	5.044289886	4.99983208	5.028402698	5.08366847	4.762929361	5.012952693	4.837917975	5.336356406	4.891399033
UTP11L	5.885181833	5.430762473	5.600087468	5.644387761	5.954828431	6.030529906	6.180117987	5.913117851	6.167499083	5.73860495
UTP14A	5.284137394	5.330698048	5.212810171	5.220333252	5.689569127	5.681454329	5.501901047	5.43272694	5.342984154	4.8060721
UTP14C	4.852836667	4.545318502	4.685478524	4.641602714	4.897306479	4.864562071	4.861762953	4.673326137	4.948465049	4.841929593
UTP15	3.828530344	3.758996634	3.499570407	3.793618851	4.23872534	4.137213222	4.016338431	4.042550019	3.0582728	3.445375169
UTP18	4.791286393	4.630772972	4.541309819	4.469581311	4.907738892	4.938014125	4.932077006	4.833290261	3.880619352	3.875074817
UTP20	5.639882239	5.449699934	5.47019618	5.50176005	5.688561125	5.595374759	5.700536482	5.769516696	4.815626355	4.440489418
UTP23	3.673411185	3.492978294	3.653383244	3.776745378	3.99959002	3.984326265	3.996587294	3.97132574	3.169840176	3.322513116
UTP3	5.499582383	5.41157312	5.3905202	5.27422586	5.316812312	5.305107435	5.444741512	5.430685998	5.230245983	5.238683623
UTP6	5.495177203	5.178462136	5.221667696	5.446285423	5.651795854	5.653327968	5.558229996	5.689842455	4.798368499	5.035276325
UTRN	5.490758531	5.579417022	5.455253015	5.366207069	5.349067304	5.324347775	5.335775579	5.185262233	5.798487345	5.875108049
UVRAG	4.29937698	4.346033666	4.28055752	4.269419431	4.729069194	4.550611254	4.411899271	4.379499127	4.109309536	4.158615439
UVSSA	3.271312448	3.603405012	3.600035578	3.714312644	3.884584621	3.606710162	3.652337243	3.93146615	2.923265368	3.290090161
UXS1	4.881810851	4.917879212	4.936680994	5.022689096	4.711312522	4.880248258	5.089534248	5.092778492	5.065295375	5.283292765
UXT	4.91681731	5.127289432	4.479350934	4.915774855	5.128957279	5.17124834	5.33891623	5.037523999	4.964026821	4.903952273
VAC14	5.244006	5.60377584	5.328614541	5.362819157	5.643496979	5.67147203	5.291073108	5.385038912	5.115707111	5.306442009
VAMP1	4.351483432	4.158151674	3.845724878	4.482126406	4.028558075	3.007553307	4.103864981	4.435532822	4.222901104	4.464901586
VAMP2	5.709035784	5.619391339	5.759770592	5.944004651	6.175214241	5.903241362	5.979410697	6.149874145	6.217407117	6.071506672
VAMP3	6.404712641	5.867903956	5.926927518	5.840631721	5.955666602	5.829746182	6.183616017	6.106424806	5.713065084	6.202129833
VAMP4	3.012393914	2.770078268	3.099230692	3.084363626	3.480935567	3.484322342	2.822300143	3.255276747	3.289954613	2.860382826
VAMP7	5.264858328	5.061979638	4.814868864	4.947784954	5.130442692	5.172664469	5.042149219	4.901194026	4.989595802	5.139045587
VAMP8	5.28668858	5.667561447	5.273700341	5.258511504	5.139323196	5.176904538	5.221309865	5.100502032	5.765317717	5.628373389
VANGL1	5.952602083	6.091938369	5.873332015	5.883819621	5.558875505	5.609037153	5.831173235	5.847317155	6.101802255	6.166850545
VAPA	6.576137442	6.194938967	6.308771371	6.358284569	6.508504976	6.428626416	6.414750823	6.318298987	5.780045467	5.81939818
VAPB	6.819309724	6.70149762	6.985807745	6.878290127	6.969948647	6.998045071	6.866574025	6.827382801	6.656787633	6.742610212
VARS	7.318827041	7.699079125	7.6051862	7.574097072	7.585051181	7.774910421	7.230144351	7.505975168	6.894610355	6.94966082
VARS2	4.623829596	4.751244647	4.710864411	4.865589575	4.943669468	4.6103535	4.504314349	5.025403316	4.477827102	4.832579477
VASH1	2.036845565	2.387853623	2.113707557	2.312265139	2.214349638	2.269567573	2.013085514	2.38216862	1.950441079	2.152506875
VASH2	1.711882694	1.833778401	1.595940332	1.674880741	1.154187827	0.679493521	1.532206131	1.405253209	1.155636401	1.415443789
VASN	5.943738806	6.322968672	6.698251541	6.521640989	6.522148972	6.23617259	6.015188631	6.416960299	6.22388508	6.651961047
VASP	5.319449882	5.442965056	5.386024589	5.367334607	5.471325904	5.344591859	5.343614424	5.40492758	4.964026821	5.242924819
VAT1	7.472667395	7.753709409	7.742961146	7.63575183	7.661788148	7.745475097	7.724397213	7.746470425	7.532156798	7.848690477
VAV2	5.47630366	5.696163126	5.852301679	5.957544058	5.979764127	5.500452145	5.795039722	5.818728941	5.171881106	5.524197837
VAV3	5.739151847	5.480281742	5.122460768	5.384142781	4.691323127	4.665709868	4.773989465	4.688779055	5.298667597	5.29695491
VBP1	5.437799302	5.082924946	5.046157532	5.104752941	5.158378787	5.161296316	5.126352655	5.230545505	5.271131176	5.242924819
VCL	8.44309804	8.649400369	8.537294866	8.406107792	8.139656594	8.070242886	8.53221644	8.592186142	8.549756639	8.337856912
VCP	9.940755543	9.915479355	9.630887115	9.66361057	9.483209536	9.478729103	9.686901167	9.637918696	9.663015928	9.752751093
VCPIP1	4.380434817	4.371793474	4.167228045	4.374091207	4.520578093	4.50187134	4.29386578	4.184964667	4.211356637	4.491286306
VCPKMT	2.97491917	2.330625531	2.681717161	2.970261089	2.804004564	2.632704486	3.178425004	3.057848912	2.294758453	2.512435106
VDAC1	8.154655134	8.104648353	7.927518021	8.030884408	8.042012959	7.997993341	8.270646633	8.108618635	7.67269216	7.59227287
VDAC1P1	5.658715355	5.839466828	5.630811869	5.656429519	5.380616899	5.49140175	6.064401715	5.614527855	4.688166715	4.968549272
VDAC1P2	3.25055387	3.54924793	3.487030564	3.200259042	3.135223087	3.5292335	3.730944494	3.580196214	2.923265368	2.946117865
VDAC1P6	1.987517754	1.81720777	2.035492852	1.964364183	1.661204993	1.812486033	2.360815781	2.082779032	1.226167102	1.395262474
VDAC1P7	1.726989623	0.859324522	1.532269174	0.97634086	1.03235208	1.334360581	1.464803343	1.421787778	0.569188653	0.945864757
VDAC2	6.863557	6.876644669	6.344545185	6.451606308	6.661208087	6.744108669	6.611323001	6.490812564	7.160808546	6.784430561
VDAC3	6.745193207	6.331015918	6.266595732	6.403503168	6.309132001	6.592066365	6.676702842	6.475549737	6.828610195	6.671496552
VDAC3P1	4.051923018	3.81848637	3.664562683	3.611483989	3.566824402	4.210740954	3.85019639	3.795334425	3.798130777	3.773191961
VDR	4.43435173	4.623643425	4.351448606	4.24509046	4.090922005	4.050522469	4.490259018	4.495341869	4.532196656	4.661478584
VEGFA	5.948580069	6.10735408	7.364777911	7.361680659	8.133002887	7.934301001	6.959284717	7.154594989	6.739992121	6.672020885
VEGFB	5.985166363	6.243031565	6.055636848	6.222198582	6.103663727	6.068299775	5.936516502	6.184200046	5.936352335	6.301714499
VEGFC	3.191877912	2.94041999	2.942734061	3.106139849	3.176071934	3.219698696	2.776706058	3.041892924	3.617495132	3.921676638
VEZF1	6.416990972	6.418068261	6.523539056	6.316864786	6.380153872	6.1970441	6.254349528	6.19806495	6.481057367	6.557503919
VEZF1P1	3.078667198	2.795679166	3.382583334	3.215365473	2.992229213	3.063585156	3.023086162	3.155000919	2.590463948	3.140506544
VEZT	4.952601895	4.691129624	4.873852937	4.723131703	5.016170227	4.838033361	4.741131458	4.898242987	4.927451413	4.903952273
VGLL3	2.218843734	2.130562936	1.656919834	1.349337138	1.370754418	1.432195903	1.369735919	1.635336001	2.044525147	1.769133729
VGLL4	5.225509652	5.13566685	5.375857952	5.343469244	5.395519087	5.22683653	4.923734377	4.886378093	5.052412312	5.262553857
VHL	5.284137394	5.284732608	5.353005594	5.240164275	5.539998213	5.434693793	5.470743907	5.377641837	5.365293434	5.038533019
VIM	8.884445319	8.6373565	8.793627129	8.809958191	8.354607991	8.751971919	8.637038885	8.451309023	9.121679181	9.181018535
VIM-AS1	1.741940001	1.203327668	1.448512959	1.235394077	1.222637824	1.139570866	1.26795925	1.209645525	0.707097396	0.493228202
VIMP	5.394695792	5.19137854	5.251630021	5.445217953	5.750728582	5.432331157	5.533770594	5.503370978	5.394937746	5.42565647
VIMP1	2.084542399	1.783484354	1.341131802	2.5130735	2.203099772	1.722531111	2.231599123	2.21198402	1.49729823	2.128256851
VIP	1.814452671	1.783484354	1.465657722	1.255020548	0.656952308	1.185186962	0.692507944	0.741289409	0.976274079	1.078344658
VIPAS39	4.530047418	4.351797948	4.751623779	4.665632514	5.2349442	5.126644295	4.71719466	4.831744386	5.114158119	5.045024435
VIPR1	3.000010177	3.285776311	3.313242723	3.484224874	3.093183849	3.309976533	4.004520226	4.332176075	3.317137431	3.256921751
VIPR2	3.445810316	3.793290535	3.757985528	3.634144067	3.099264976	3.197609918	2.513160047	2.865773626	3.390632538	3.385251636
VIT	1.665588925	1.73137347	1.448512959	1.154103995	0.656952308	0.614289187	0.80579583	0.767400256	0.77140388	1.37479484
VKORC1	5.541842345	5.31307828	5.395001844	5.408445865	5.266360585	5.26981467	5.334202686	5.355220294	5.469520149	6.032022198
VKORC1L1	6.213492841	6.186093301	6.242551788	6.230277417	6.123192976	5.997349584	6.311421606	6.260870801	6.115802492	5.87237306
VLDLR	3.538634416	2.925036375	4.961065612	4.931106367	5.603411971	5.362075364	4.692853998	4.802053567	5.214429587	4.923460724
VMA21	5.680219341	5.295240656	5.349546303	5.629427815	5.172867555	5.362075364	5.654643154	5.455992572	5.567853817	5.035276325
VMAC	0.949379535	1.658828448	1.825768277	1.553329967	2.332632773	1.706977813	1.319744893	1.2656765	1.709121787	1.63787103
VMP1	7.913932668	7.416156167	7.47259756	7.718707661	7.269995626	7.081455267	7.438104123	7.410307121	7.806510818	7.638344999
VOPP1	6.547703844	6.753590847	6.632877159	6.649027053	6.170889918	6.405927591	6.37246491	6.364469095	6.730924484	7.029574289
VPRBP	5.955009919	5.837413994	5.750182509	5.92038472	5.88086058	5.837802156	5.841174828	5.906524351	5.284965083	5.272269126
VPS11	5.100583012	5.278693467	5.3667604	5.378561786	5.397987888	5.427594245	5.093258661	5.115826165	5.152392563	5.381456196
VPS13A	5.651805409	5.523057728	5.484986151	5.377442992	5.325916639	5.468524209	5.711482407	5.73602596	5.948572152	5.439272883
VPS13B	5.645856141	5.651293305	5.400584393	5.526195685	5.502633562	5.42165115	5.441823214	5.536962507	5.593649425	5.526519172
VPS13C	5.186424436	4.99541492	5.250393936	5.0677766	5.240457295	4.996757315	5.080180933	5.077206247	5.545041712	5.224455575
VPS13D	6.187107528	6.502758387	6.270869214	6.202749114	6.379529394	6.244949945	6.120228869	6.001021157	6.275380687	6.040168493
VPS16	4.536492829	4.64257781	4.674460608	4.886188339	4.610605379	4.608261906	4.609485321	4.491430821	4.688166715	4.878735605
VPS18	6.091127621	6.406344935	6.270869214	6.011187248	5.781308627	5.927769542	5.941690336	6.019471468	6.729913441	6.896360071
VPS25	6.438946708	6.772516572	6.414640755	6.329647463	6.382025686	6.329905807	6.32415563	6.388326754	6.546835935	6.504910116
VPS25P1	0.756733596	1.640107526	0.666572873	1.022876879	0.752653136	1.043769464	1.319744893	1.371604475	0.416690137	0.768942971
VPS26A	5.26226821	4.874490433	4.782738083	4.676589623	5.104980286	4.904314962	5.04022106	4.912938188	4.37551441	4.767339073
VPS26AP1	2.271311243	2.00450074	1.757799478	1.928146647	2.085495619	1.869483717	2.190464202	2.192844042	1.41916555	1.889443223
VPS26B	5.057909665	5.213707669	5.401698316	5.292147638	5.088261865	5.306398138	5.332628076	5.199716355	5.081239089	5.176481866
VPS28	5.875893157	6.085033709	6.372084404	6.310430723	6.206535979	6.23413944	5.967284793	6.077366576	5.973560078	5.930500467
VPS29	6.324424844	5.962297257	6.278165859	6.256073322	6.544048891	6.651674086	6.57848416	6.496677675	6.317717994	6.289465058
VPS33A	3.952601519	3.641553041	3.858761893	3.95231354	3.755766434	4.028792809	3.828015927	3.68322514	4.12785038	3.590004425
VPS33B	4.639882006	4.592334981	4.83644789	4.674769207	4.699352151	4.761047811	4.83086535	4.700684593	5.016378962	4.804159948
VPS35	6.590663083	6.738269453	6.455977672	6.388031811	6.63685378	6.948477831	6.589074136	6.500574544	7.079799313	6.392959695
VPS36	5.321939435	5.101861289	4.888229707	5.078831696	5.379368074	5.225472613	5.286200362	5.27558812	4.7769913	4.618601101
VPS37A	4.057909316	3.67412465	3.630761073	3.607672463	4.329466997	4.221727548	4.111230874	3.88153627	4.158231911	3.800304692
VPS37B	4.240062103	4.594767593	4.506527086	4.463267618	4.419705292	4.143004173	4.254492406	4.271892626	3.951724039	4.276396093
VPS37C	4.387582786	4.41923056	4.392369269	4.535262165	4.729069194	4.770431117	4.393892506	4.645438826	3.913050809	4.214394277
VPS39	6.751209266	6.882131983	6.915801799	6.975767634	7.051402361	7.004023495	6.900448933	6.872061851	6.903156681	7.073100382
VPS41	5.311955344	5.013710376	4.894573682	4.949291672	5.121507186	5.197919948	5.318378713	5.212839943	4.955402123	5.103724594
VPS45	5.771387043	5.590429414	5.367900737	5.566023924	5.591597468	5.410891491	5.578300757	5.574418866	5.902652854	5.94705843
VPS4A	5.499582383	5.602567618	5.648749624	5.661953535	5.93965748	5.707089611	5.766166932	5.864050818	5.362686649	5.186792263
VPS4B	5.582899561	5.255818829	5.473378248	5.445217953	5.388087234	5.449957331	5.459245106	5.350909731	5.926677909	5.609883848
VPS51	6.157445525	6.404266188	6.492508255	6.33887333	6.090750163	6.464911369	5.86968483	6.043042643	6.342404264	6.620252043
VPS52	5.987520503	5.973556902	5.963595578	5.99157829	6.196643538	6.015614212	6.098156562	5.964808328	6.218128329	6.072301331
VPS53	5.894411087	6.015922695	5.909021556	5.823480969	5.909693743	5.984505986	5.776627826	5.770323909	6.005661148	5.955697411
VPS54	3.883496834	3.19890214	3.592250859	3.402987132	3.522257712	3.442671081	3.914762297	3.723795287	3.582076407	3.268062832
VPS72	5.602486293	5.651293305	5.697638932	5.694660688	6.032356864	5.989335744	5.654643154	5.812472509	5.358767617	5.712336444
VPS8	4.250554481	4.197096301	4.027009975	4.143451765	4.582663699	4.458410562	4.344745867	4.260447223	3.91660971	4.245728236
VPS9D1	2.45491147	2.717471914	2.860865578	2.993814976	2.78903419	2.949257033	2.479404394	2.62284624	3.370013184	3.11605224
VPS9D1-AS1	2.72699138	2.586707226	3.638341279	3.264607521	4.041248393	3.945089885	3.910546647	3.976931121	2.450174225	2.374920187
VRK1	4.255772193	3.855473798	3.858761893	3.855996394	3.54471314	3.911557527	4.118559349	4.06640753	3.895123412	4.37501419
VRK2	3.499581612	3.71941577	3.712030182	3.780135897	4.002837566	4.267509088	4.058861948	3.707029487	3.714732403	3.625088181
VRK3	4.484104784	4.621259058	4.527088931	4.411737988	4.419705292	4.728680208	4.390869407	4.447694635	5.126503736	4.884176405
VSIG10	4.869950692	4.552844782	4.854458299	4.740640167	4.631736661	4.522009819	4.64036148	4.700684593	4.888112993	4.737591233
VSIG10L	1.726989623	1.748953738	1.743812833	1.826871088	1.74116047	1.869483717	1.898556863	1.770576687	2.083041488	2.245625419
VSTM2L	1.096221506	1.601920745	1.48260113	1.293490208	0.481830454	0.886968159	0.80579583	1.209645525	1.83482124	0.6376621
VTA1	5.334323162	4.781456352	4.799738185	5.14344025	5.04007646	5.059339353	5.051751552	4.927485212	5.04104448	5.038533019
VTI1A	4.499582126	4.49411418	4.585112731	4.461156898	4.788610473	4.749706688	4.518234067	4.294514579	4.48743107	4.531136606
VTI1B	4.566196433	4.64257781	4.581185151	4.323866433	4.820248086	4.89747963	4.892012685	4.659449864	4.217140418	4.500762358
VTI1BP1	3.006215333	2.869863988	3.245372628	2.731958441	3.29210594	3.842059991	3.164330839	3.114889243	3.181720301	3.31715964
VTI1BP2	1.828527888	1.974925473	1.743812833	1.878397364	2.022891505	2.420236993	2.162374534	2.183177981	1.773340076	1.454978741
VWA5A	3.218844983	2.861807114	2.666969232	2.976185711	2.862379366	2.321558822	2.739164047	2.871803602	3.00577597	3.430577551
VWA7	3.916816925	4.124874974	3.991938095	3.724907532	2.561291893	3.16382939	2.785940879	2.895674589	3.599894459	4.279152022
VWA8	4.995339826	4.904214717	4.792962164	4.716068387	4.973770542	4.779753787	4.601661914	4.51281155	4.383251763	4.32254561
VWA9	5.538635167	5.375244097	5.464877086	5.568967182	5.56657728	5.502705901	5.701756805	5.507249834	4.765196107	5.254174093
VWDE	2.542908076	2.474943905	2.21856351	2.61531868	1.916706245	1.883388107	2.479404394	2.230873392	2.758529261	2.611978376
WAC	6.991826566	6.872139473	6.943601376	6.887750433	7.217150555	7.282076292	6.898853751	6.848558212	7.023975473	6.892765673
WAC-AS1	3.942929779	4.012918113	4.075279501	4.039774835	4.150701441	4.151647248	4.369528454	3.968514861	4.550637534	4.30101196
WAPAL	5.653783058	5.410192636	5.627959093	5.474812546	5.777521382	5.823449175	5.776627826	5.730229516	5.755415022	5.517211338
WARS	7.155353227	7.333725648	8.495257229	8.362245073	9.197778234	9.414794743	8.784702234	8.792617348	8.116260967	8.139440939
WARS2	4.751208942	4.764270066	4.579217344	4.667464487	4.450952317	4.533077576	4.647978362	4.49338767	4.143121119	4.306425579
WASF1	4.633883263	4.49411418	4.498219585	4.658281268	4.683249168	4.757277334	4.609485321	4.503132299	4.293033505	4.455186233
WASF2	7.433489087	7.655758279	7.659278932	7.543500078	7.803307689	7.874861583	7.398766158	7.454420672	7.378376442	7.474878072
WASF4P	3.234786541	3.830921175	3.771836099	3.619076963	3.993072913	3.761535444	3.740475952	3.583874175	3.193503395	3.31715964
WASH2P	2.59323982	2.442897968	2.621798715	2.773376634	3.037268488	2.448570662	2.310509236	2.495854706	2.676942547	2.663512408
WASH3P	2.551419588	3.057917801	2.56724764	2.987962458	3.080944152	2.743577837	2.258384934	2.965005439	2.216073128	2.611978376
WASH4P	2.517068035	2.932748687	2.590879686	2.946316263	3.062387676	2.503621364	2.588981178	2.936521374	1.991516329	2.322448125
WASH5P	4.893574303	5.037152801	4.894573682	5.046817159	5.062037104	4.711245826	4.670590658	4.797309178	5.037780008	4.856764866
WASH6P	2.072765209	1.959907327	2.035492852	2.312265139	2.393283883	1.393854198	1.810800188	2.072343897	2.13284744	2.103592232
WASH7P	2.869949499	3.007685691	2.873767094	3.022726655	3.21018762	2.556648411	2.848980599	2.959353438	2.901878703	2.8967269
WASL	5.044405398	4.729270822	5.024627559	4.915774855	5.130442692	4.902609163	4.932077006	4.828647656	4.600167193	4.845652737
WBP1	2.601460338	2.576897229	2.380997561	2.576846328	2.191761492	1.505951433	2.409427092	2.390592933	2.095655099	2.521773705
WBP11	6.786788123	6.736618183	6.623359564	6.644848701	6.61897591	6.561583036	6.798052982	6.714061506	6.853889442	6.960861296
WBP11P1	2.696617693	3.092756374	2.911793518	2.689315941	2.833487192	2.720526072	3.22669772	2.953679208	2.369373291	2.845584901
WBP1L	5.353918646	5.30269982	5.494414545	5.472718662	5.162740716	4.781611113	5.181626622	5.277860521	5.608028085	5.727549668
WBP2	6.662158071	6.808067573	6.609928557	6.535750545	6.594968154	6.588887757	6.50698913	6.484923513	7.11585018	7.264653899
WBP4	3.625845471	3.078921735	3.391581961	3.496643821	3.549162587	3.834922498	3.486649877	3.318453265	4.161235169	3.64659003
WBP5	5.582899561	5.117171893	4.996886748	5.048223969	4.867331599	4.697538575	5.04022106	4.944750207	5.811926821	5.315867129
WBSCR16	5.32938242	5.188160264	5.207724205	5.139485885	5.054232336	5.2390541	4.981144378	4.949034365	5.029586363	5.186792263
WBSCR22	6.519783304	6.749775726	6.472504492	6.384694824	6.414090434	6.844366192	6.353955949	6.492281079	7.454410053	6.700569604
WBSCR27	1.771383849	2.376588172	2.124542813	2.056721734	2.097696925	1.797877676	1.678217534	2.183177981	2.608179342	2.290023693
WDFY1	6.277098431	6.038436216	6.062696269	5.979831142	6.011549268	5.910898279	6.087926116	5.806188827	5.748442468	5.891409986
WDFY2	3.197311803	3.21796347	3.524327768	3.707205911	3.979949711	3.968107255	3.023086162	3.727125193	3.390632538	3.34373055
WDFY3	5.758579265	5.816723378	5.788158336	5.67476124	5.801962607	5.748511593	5.8132196	5.631508775	6.008999028	5.857698236
WDFY3-AS2	1.186419645	0.826582462	1.48260113	1.630490605	1.677554517	1.374294329	1.344956926	1.43813499	1.864606423	1.620590521
WDHD1	5.080139618	4.9467316	5.010093645	5.011193557	4.867331599	4.738275705	5.46644259	5.256126818	5.500679093	5.207194601
WDPCP	2.399416274	2.196112929	2.091789813	1.964364183	2.121794263	1.812486033	1.575453073	2.295103996	3.064702598	2.245625419
WDR1	8.942627223	9.118497009	9.003621538	8.804245366	8.875866561	8.992264625	8.997402178	8.942485781	9.094049962	9.149925544
WDR11	6.32876378	6.04556697	6.140155733	6.285000401	6.293305166	6.199130166	6.338348329	6.367139513	6.243854712	6.170565984
WDR12	5.599411275	5.200990515	5.416101578	5.514029602	5.660047264	5.641103902	5.724748951	5.670946985	5.013058133	4.777120255
WDR13	5.596329689	5.831237907	5.96585668	5.895590327	5.824162028	5.885215584	5.520000688	5.646534644	5.974414058	5.970265989
WDR18	5.225509652	5.59408161	5.291837819	5.177264861	5.092840682	5.308976085	4.909017676	5.342249773	5.31224119	5.105278405
WDR19	4.584973647	4.517381277	4.270836619	4.683848401	4.409953061	3.974616756	4.675567842	4.573266858	3.91660971	3.990555443
WDR20	4.156050454	4.35753929	3.988976586	3.925006696	3.973343071	3.91832664	3.782604991	3.928576448	3.32251307	3.946160045
WDR24	4.514895187	4.4651574	5.061744447	4.808623542	4.782954625	5.001546301	4.42378012	4.673326137	5.037780008	5.339824139
WDR25	4.71567738	4.775035463	4.775881552	4.565050099	4.305997072	4.695569721	4.284122718	4.079493189	4.654461133	4.959987135
WDR26	6.604532789	6.379084748	6.417947606	6.282611841	6.487214374	6.689262591	6.485893883	6.309440441	6.942965294	6.812762093
WDR27	4.547171601	4.399886169	4.65777434	4.932630595	4.998383739	4.49961628	4.8791261	5.068044205	4.511164953	4.464901586
WDR3	5.905242808	5.737479463	5.966609594	5.978356	6.30519154	6.27690376	6.317802668	6.380946561	5.205728815	5.269500004
WDR31	2.301899614	2.586707226	2.407856024	2.358358977	2.489025412	2.512595663	2.578390518	2.519092723	2.400206381	2.415565653
WDR33	5.98123424	6.065873718	5.964349673	5.879874614	5.783198528	5.683442527	5.891238517	6.003082883	5.72224531	5.718440998
WDR34	7.156051024	7.574590106	7.3905352	7.298655818	6.953678615	7.209771053	7.020223376	7.119548708	7.467207342	7.359826195
WDR35	4.599411035	4.121504697	4.405755565	4.426958524	4.660809931	4.671731485	4.647978362	4.735822831	3.503794177	3.705144277
WDR36	5.226838713	4.904214717	5.078558467	5.177264861	5.577508979	5.549239227	5.316786727	5.333537519	4.433800066	4.633753603
WDR37	4.142029977	3.723867652	4.233788501	4.316880101	3.996335146	3.904756504	4.399919768	4.237280362	4.455981526	4.298297513
WDR4	5.044405398	5.401881873	5.205174482	5.24753119	5.346513277	5.371971627	5.185121	5.540752208	3.91660971	4.395478734
WDR41	5.20137478	4.961886809	5.332124326	5.108803528	5.58511218	5.849359717	5.40633528	5.471958879	5.475564749	5.195571475
WDR43	5.712834852	5.422569698	5.834264157	5.821014133	6.318936323	6.176721737	6.131139666	6.15853249	4.858814104	4.821278756
WDR44	5.217509473	4.952433476	4.616154278	4.561113731	4.402595381	4.216244709	4.540229983	4.431455995	4.506449309	4.674097212
WDR45	5.208119511	5.350986102	5.934643932	5.584563945	6.0018436	6.296521364	5.629214372	5.740975872	5.564454912	5.588934714
WDR45B	6.13567653	6.156758693	6.24689698	6.296292367	6.682122683	6.617766154	6.391495853	6.386748459	5.837497505	5.90038765
WDR46	5.707132491	5.998574328	6.006694275	5.969473334	6.265183415	6.47757041	5.947874544	6.085821463	5.976972971	5.784909525
WDR47	4.294314885	4.206670383	4.009580607	4.164360423	3.852542539	3.96156825	4.224240759	4.22790844	4.473001036	4.354255176
WDR48	5.549298151	5.627730197	5.533557671	5.556169471	5.451259325	5.389128402	5.497691761	5.256126818	5.356149002	5.224455575
WDR5	6.481880508	6.498217658	6.798492714	6.797780957	6.87965025	6.775669892	6.765161057	6.925579672	6.138076504	6.090458729
WDR52	3.842469543	3.534118029	3.560684998	3.703639373	3.480935567	3.180818523	3.637109373	3.703652819	3.4159991	4.023799666
WDR53	3.107813571	3.078921735	3.327380029	3.33083932	3.720695038	3.419001112	3.745218171	3.557929338	4.155222388	3.705144277
WDR54	5.378044548	5.52688429	5.412790488	5.517080755	5.263655721	5.605895757	5.263240709	5.359518016	6.468382884	5.94879037
WDR55	4.984380612	5.117171893	5.097930314	5.164349074	5.198586209	4.909420292	5.061290395	5.243392861	5.003049534	5.17943522
WDR59	5.164398124	5.08465674	5.268824921	5.377442992	5.336251714	5.151275165	5.318378713	5.257278897	5.089145355	4.930489807
WDR5B	3.538634416	3.24918316	3.373528226	3.500759827	3.540249929	3.16382939	3.492302547	3.659021425	2.642970589	3.284614778
WDR6	7.981431239	8.066379279	8.134983004	8.20495406	7.922134595	7.648812771	7.974579674	8.174283187	7.95472345	8.139251347
WDR60	4.387582786	4.443726771	4.464502781	4.572890759	4.554170147	4.552788056	4.338483126	4.364609496	5.269740461	4.259749038
WDR61	5.722288983	5.634839626	5.666467085	5.575811523	5.564380965	5.898969894	5.630496512	5.409079957	5.913380079	5.603301137
WDR62	5.318203493	5.589209958	5.22670483	5.326177568	4.732985616	4.914507619	4.938302471	5.165762009	5.734395444	6.002308686
WDR66	1.186419645	0.859324522	0.807714435	0.826985801	1.410423139	1.432195903	1.736536651	1.917725101	1.589365336	0.889267728
WDR7	4.47294699	4.148249008	4.349140843	4.407359606	4.50920465	4.296376599	4.369528454	4.269610798	4.806064155	4.684529076
WDR70	5.860563312	5.759329555	5.646871908	5.826763537	5.920895906	6.037541769	5.876184814	5.721908273	6.05089358	5.646628964
WDR72	2.649823423	2.54706054	2.666969232	2.545312262	2.826172827	2.681268573	2.53523287	2.63707733	2.625679839	2.69687335
WDR73	5.782275361	5.611004001	5.89643285	5.853563464	6.090750163	6.087946481	6.005338989	6.066234889	5.964132775	5.497230523
WDR74	4.696619039	5.07423466	5.279771538	5.084327638	5.27578787	5.772992422	5.044074805	5.211651811	5.533498953	4.731567343
WDR75	5.583937098	5.339427887	5.024627559	5.312193437	5.396754016	5.359590655	5.492060208	5.496557785	4.922149829	5.064325253
WDR76	6.024673506	5.815681016	5.61840889	5.745843955	5.58185857	5.460430586	6.040487361	5.994818243	5.362686649	5.227312433
WDR77	5.441238386	5.392125084	5.296636215	5.187514878	5.596979694	5.508324934	5.675910715	5.586385746	4.893540904	4.977060894
WDR78	1.389953711	1.097519229	1.771651827	1.584691156	1.802080161	1.812486033	1.678217534	1.562643863	2.369373291	1.549321133
WDR81	5.418154769	5.868909273	5.895642396	5.813588214	5.580772401	5.4522913	5.486406586	5.665750432	5.228815273	5.548387537
WDR82	7.426565522	7.400946345	7.519786584	7.482890938	7.366118731	7.353117457	7.49481826	7.459434601	7.005294856	7.060340101
WDR82P1	3.281580792	3.230532532	3.174151352	3.64534202	3.394561567	3.268195576	3.814542098	3.557929338	2.216073128	3.013866341
WDR83	2.427430692	2.893768112	3.065891219	2.731958441	2.992229213	3.045148618	2.271593624	2.541962363	2.813013246	3.199888064
WDR83OS	5.420479822	5.349546379	5.595227118	5.613361042	5.476007165	5.60169656	5.413800932	5.615426588	5.009729642	5.682461389
WDR89	3.281580792	2.82912199	2.510552549	3.045445949	3.117356057	2.902228701	2.866497334	2.797725178	2.701906635	1.959840907
WDR90	5.665592363	5.924117493	6.160040216	6.277223079	5.893163278	5.401259514	5.810959604	6.240626211	5.924911931	5.813707023
